Категорія ;Назва об'єкта українською мовою;Код
Село;ВАРІВЦІ;
Село;ВЕЛИКА ЛЕВАДА;
Село;ВЕЛИКА ЯРОМИРКА;
Село;ВЕЛИКИЙ КАРАБЧІЇВ;
Село;ГРИЦЬКІВ;
Село;ЖИЩИНЦІ;
Село;ЗАВАДИНЦІ;
Село;ІВАНІВКА;
Село;КАЛИТИНЦІ;
Село;КОВАЛІВКА;
Село;КУЗЬМИН;
Село;КУПИН;
Село;ЛІСОГІРКА;
Село;МАЛА ЛЕВАДА;
Село;МАЛА ЯРОМИРКА;
Село;МАТВІЙКІВЦІ;
Село;МУДРИГОЛОВИ;
Село;НОВА ПІСОЧНА;
Село;НОВЕ ПОРІЧЧЯ;
Село;НОВИЙ СВІТ;
Село;ОСТАПКІВЦІ;
Село;ПАПІРНЯ;
Село;ПІДЛІСНИЙ ОЛЕКСИНЕЦЬ;
Село;ПІЛЬНИЙ ОЛЕКСИНЕЦЬ;
Село;РАДКОВИЦЯ;
Село;СИРВАТИНЦІ;
Село;СКІПЧЕ;
Село;СЛОБІДКА-КУЗЬМИНСЬКА;
Село;СЛОБІДКА-ОЛЕКСИНЕЦЬКА;
Село;СТАРА ПІСОЧНА;
Село;СТАРЕ ПОРІЧЧЯ;
Село;ТРОСТЯНЕЦЬ;
Село;ТУРЧИНЦІ;
Село;ХМЕЛІВКА;
Село;ЧОРНИВОДИ;
Село;ШИШКІВЦІ;
СМТ;САТАНІВ;
Село;ЗВЕРХІВЦІ;
Село;ІВАНКІВЦІ;
Село;КАМ'ЯНКА;
Село;КЛИНОВЕ;
Село;КРИНЦІЛІВ;
Село;ОЛЕКСАНДРІВКА;
Село;ПОКРОВКА;
Село;САТАНІВКА;
Село;СПАСІВКА;
Село;ЮРИНЦІ;
Село;БЕДРИКІВЦІ;
Село;НОВОСІЛКА;
Село;БУБНІВКА;
Село;КАЛИНІВКА;
Село;ЛИПІВКА;
Село;ВЕСЕЛЕЦЬ;
Село;ЖУРАВЛИНЦІ;
Село;ЛІПИБОКИ;
Село;КРЕМІННА;
Село;КРЕМІНЯНСЬКІ ХУТОРИ;
Село;КУРІВКА;
Село;ЖАГЛІВКА;
Село;МАРТИНКІВЦІ;
Село;ТАРАСІВКА;
Село;ЛІСОВОДИ;
Селище;ЛІСОВОДИ;
Село;НЕМИРИНЦІ;
Село;ДАХНІВКА;
Село;ХОПТИНЦІ;
Село;АНДРІЇВКА;
Село;ВИГНАНКА;
Село;КУМАНІВ;
Село;ПІДЛІСНИЙ ВЕСЕЛЕЦЬ;
Місто;ДЕРАЖНЯ;
СМТ;ВОВКОВИНЦІ;
Село;КАЙТАНІВКА;
Село;САДОВЕ;
Село;КОРИЧИНЦІ;
Село;РАДІВЦІ;
Село;СТРЕКІВ;
СМТ;ЛОЗОВЕ;
Село;БОГДАНІВЦІ;
Село;БЕРЕЗОВЕ;
Село;БОЖИКІВЦІ;
Село;ІВАНКІВЦІ;
Село;ШЕЛЕХОВЕ;
Село;ВОЛОСЬКЕ;
Село;ГУТА;
Село;ГАЛУЗИНЦІ;
Село;ГАТНА;
Село;МАРКІВКА;
Село;ГОРОДИЩЕ;
Село;ГРИШКИ;
Село;ЗГАР;
Село;ЗАГІНЦІ;
Село;ЗГАРОК;
Село;НОВИЙ МАЙДАН;
Село;НОВОСТРОЇВКА;
Село;ПОДОЛЯНСЬКЕ;
Село;СТАРИЙ МАЙДАН;
Село;ЗЯНЬКІВЦІ;
Село;БОМКОВЕ;
Село;КАЛЬНА;
Село;ОСИКОВЕ;
Село;СІНОВОДИ;
Село;КЛОПОТІВЦІ;
Село;ВІВСЯНИКИ;
Село;ЧЕРНЕЛІВЦІ;
Село;КОПАЧІВКА;
Село;КОРЖІВЦІ;
Село;МАЗНИКИ;
Село;МАЙДАН-ЧЕРНЕЛЕВЕЦЬКИЙ;
Село;МАКАРОВЕ;
Село;СТАРА ГУТА;
Село;СТЕПІВКА;
Село;МАНИКІВЦІ;
Село;НИЖНЄ;
Село;СЛОБІДКА;
Село;ЧЕРЕШЕНЬКА;
Село;НОВОСІЛКА;
Село;ЛІТКИ;
Село;ПІДЛІСНЕ;
Село;ПИЛИПИ;
Село;ШИЇНЦІ;
Село;ШПИЧИНЦІ;
Село;РОЗСОХИ;
Село;ТЕПЕРІВКА;
Село;ЯБЛУНІВКА;
Село;БУЦНЕВЕ;
Село;ШАРКИ;
Село;АДАМІВКА;
Село;СЛОБІДКА-ШЕЛЕХІВСЬКА;
Село;ЯВТУХИ;
Село;ЯСЬКІВЦІ;
Село;КРАСНОСІЛКА;
Місто;ДУНАЇВЦІ;
Село;МУШКУТИНЦІ;
Село;АНТОНІВКА;
Село;ВЕЛИКА КУЖЕЛЕВА;
Село;ВЕЛИКА ПОБІЙНА;
Село;ВЕЛИКИЙ ЖВАНЧИК;
Село;ВИХРІВКА;
Село;ВОРОБІЇВКА;
Село;ГАННІВКА;
Село;ГІРЧИЧНА;
Село;ГОЛОЗУБИНЦІ;
Село;ГОРОДИСЬКА;
Село;ГУТА-БЛИЩАНІВСЬКА;
Село;ГУТА-ЯЦЬКОВЕЦЬКА;
Село;ДЕМ'ЯНКІВЦІ;
Село;ДЕРЖАНІВКА;
Село;ДУБИНКА;
Село;ЗАГОЛОСНА;
Село;ЗАЛІСЦІ;
Село;ЗАСТАВЛЯ;
Село;ЗЕЛЕНЧЕ;
Село;ІВАНКІВЦІ;
Село;КАТЕРИНІВКА;
Село;КРИВЧИК;
Село;КСАВЕРІВКА;
Село;ЛИСЕЦЬ;
Село;ЛІПИНИ;
Село;МАЛА КУЖЕЛІВКА;
Село;МАЛА ПОБІЯНКА;
Село;МАЛИЙ ЖВАНЧИК;
Село;МИНЬКІВЦІ;
Село;МЛАКИ;
Село;НЕСТЕРІВЦІ;
Село;ПАНАСІВКА;
Село;ПІЛЬНИЙ МУКАРІВ;
Село;ПРИТУЛІВКА;
Село;РАХНІВКА;
Село;РАЧИНЦІ;
Село;РУДА-ГІРЧИЧНЯНСЬКА;
Село;СИВОРОГИ;
Село;СИНЯКІВЦІ;
Село;СІЧИНЦІ;
Село;СЛОБІДКА-ГІРЧИЧНЯНСЬКА;
Село;СОКІЛЕЦЬ;
Село;СОСНІВКА;
Село;СТЕПОК;
Село;ТРИБУХІВКА;
Село;ЧАНЬКІВ;
Село;ЧИМБАРІВКА;
Село;ЯРОВА СЛОБІДКА;
Село;ЯЦЬКІВЦІ;
СМТ;ДУНАЇВЦІ;
Село;ВАРВАРІВКА;
Село;ГАМАРНЯ;
Село;ГУТА-МОРОЗІВСЬКА;
Село;ЛОШКІВЦІ;
Село;МАЛИЙ КАРАБЧІЇВ;
Село;МАЛІЇВЦІ;
Село;МІЦІВЦІ;
Село;МОРОЗІВ;
Село;ПІДЛІСНИЙ МУКАРІВ;
Село;СЛОБІДКА-МАЛІЄВЕЦЬКА;
Село;СПРИСІВКА;
Село;СТАВИЩЕ;
Село;ТЕРНОВА;
Село;ТИННА;
Село;ТОМАШІВКА;
Село;УДРІЇВЦІ;
Село;ХАРИТОНІВКА;
СМТ;СМОТРИЧ;
Село;КРИНИЧАНИ;
Село;МИХІВКА;
Село;РІПИНЦІ;
Село;БАЛИН;
Село;БАЛИНІВКА;
Село;ЛИСОГІРКА;
Село;РУДКА;
Село;СТАРА ГУТА;
Село;МАКІВ;
Село;БЛИЩАНІВКА;
Село;СЛОБІДКА-ЗАЛІСЕЦЬКА;
Село;МИХАЙЛІВКА;
Село;СЛОБІДКА-РАХНІВСЬКА;
Село;СЛОБІДКА-БАЛИНСЬКА;
Село;ШАТАВА;
Село;ЧЕЧЕЛЬНИК;
Місто;ІЗЯСЛАВ;
Село;БІЛЕВЕ;
Село;КІНДРАТКИ;
Село;ПРИПУТЕНКА;
Село;ПРИПУТНІ;
Село;БІЛОГОРОДКА;
Село;РОКИТНЕ;
Село;БІЛОТИН;
Село;КОМИНИ;
Село;ПІВНЕВА ГОРА;
Село;БОРИСІВ;
Село;СТОРОНИЧЕ;
Село;ВЕЛИКІ ПУЗИРКИ;
Село;МАЛА МЕДВЕДІВКА;
Село;ТАРАСІВКА;
Село;ДВІРЕЦЬ;
Село;БІЛИЖИНЦІ;
Село;ДЕРТКА;
Село;ЛІСНА;
Село;МИХАЙЛІВКА;
Село;НОВОСІЛКА;
Село;СИВІР;
Село;ЗАВАДИНЦІ;
Село;ДІБРОВКА;
Село;КАЛЕТИНЦІ;
Село;КЛУБІВКА;
Село;ВАСЬКІВЦІ;
Село;РЕВУХА;
Село;КУНІВ;
Село;АНТОНІВКА;
Село;ДОЛОЧЧЯ;
Село;КАМ'ЯНКА;
Село;ЛІЩАНИ;
Село;БЕЙЗИМИ;
Село;ГРИГОРІВКА;
Село;ДАНЬКІВЦІ;
Село;ЧЕПЦІ;
Село;ШЕВЧЕНКА;
Село;ЛЮТАРКА;
Село;МИХЛЯ;
Село;МОКРЕЦЬ;
Село;НОВОСТАВ;
Село;МИХНІВ;
Село;ЗАКРУЖЦІ;
Село;ПОКОЩІВКА;
Село;МИСЛЯТИН;
Село;БІЛЬЧИН;
Село;БІЛЬЧИНКА;
Село;ЛОПУШНЕ;
Село;М'ЯКОТИ;
Село;ВЕЛИКА РАДОГОЩ;
Село;ДОБРИН;
Село;ЗАКРИНИЧНЕ;
Село;МАЛА РАДОГОЩ;
Село;НОВЕ СЕЛО;
Село;СВИРИДИ;
Село;ПЛУЖНЕ;
Село;ГАВРИЛІВКА;
Село;ХОТЕНЬ ПЕРШИЙ;
Село;ХОТЕНЬ ДРУГИЙ;
Село;ПОЛІСЬКЕ;
Село;РАДОШІВКА;
Село;ПУТРИНЦІ;
Село;РІПКИ;
Село;САХНІВЦІ;
Село;ВЛАШАНІВКА;
Село;КРОПИВНА;
Село;СОШНЕ;
Село;ЗАРІЧЧЯ;
Село;ІВАНІВКА;
Село;КРИВОЛУКА;
Село;ТЕЛІЖИНЦІ;
Село;КАЛИНІВКА;
Село;МИРНЕ;
Село;ПИЛЬКИ;
Село;ЧИЖІВКА;
Село;ТЕРНАВКА;
Село;СОХУЖИНЦІ;
Село;ТОПОРИ;
Село;ТОПІРЧИКИ;
Село;ТИШЕВИЧІ;
Село;ЗУБАРІ;
Село;НЕЧАЇВКА;
Село;ХРИСТІВКА;
Село;СМОРШКИ;
Село;ШЕКЕРИНЦІ;
Село;НОВА ГУТИСЬКА;
Село;СТАРА ГУТИСЬКА;
Село;ЩУРІВЦІ;
Село;ЗАБРІД;
Село;ПІДЛІСЦІ;
Село;ЩУРІВЧИКИ;
СМТ;СТАРА УШИЦЯ;
Село;ГОРАЇВКА;
Село;ГРУШКА;
Село;КАШТАНІВКА;
Село;КРУШАНІВКА;
Село;ЛУЧКИ;
Село;НЕФЕДІВЦІ;
Село;ПОДІЛЬСЬКЕ;
Село;РУНКОШІВ;
Село;ГУМЕНЦІ;
Село;ВЕРБКА;
Село;КОЛУБАЇВЦІ;
Село;ЛИСОГІРКА;
Село;ПРИВОРОТТЯ ДРУГЕ;
Село;СЛОБІДКА-ГУМЕНЕЦЬКА;
Село;АБРИКОСІВКА;
Село;ВЕЛИКОЗАЛІССЯ;
Село;ГОЛОСКІВ;
Село;ДУБИНКА;
Село;ДУМАНІВ;
Село;ЗАЛІССЯ ДРУГЕ;
Село;КИСЕЛІВКА;
Село;КОРЧІВКА;
Село;МАЛОЗАЛІССЯ;
Село;НІГИН;
Село;ПУДЛІВЦІ;
Селище;САХКАМІНЬ;
Село;СУПРУНКІВЦІ;
Село;ТЕРНАВКА;
Село;УЛЯНІВКА;
Село;ДОВЖОК;
Село;НАГОРЯНИ;
Село;ЖВАНЕЦЬ;
Село;БРАГА;
Село;БАБШИН;
Село;ГАВРИЛІВЦІ;
Село;ГРИНЧУК;
Село;ЗБРУЧ;
Село;ІСАКІВЦІ;
Село;КАВЕТЧИНА;
Село;ЛАСТІВЦІ;
Село;МАЛИНІВЦІ;
Село;МЕЖИГІР;
Село;РУДА;
Село;СЛОБІДКА-МАЛИНОВЕЦЬКА;
Село;СОКІЛ;
Село;ЦВІКЛІВЦІ ПЕРШІ;
Село;ЗАВАЛЛЯ;
Село;ВІТКІВЦІ;
Село;КУДРИНЦІ;
Село;ЧЕРВОНА ДІБРОВА;
Село;ЗАЛІССЯ ПЕРШЕ;
Село;ПАРАЇВКА;
Село;ЗІНЬКІВЦІ;
Село;КАДИЇВЦІ;
Село;СУРЖА;
Село;КАМ'ЯНКА;
Село;КИТАЙГОРОД;
Село;ВИХВАТНІВЦІ;
Село;ЛЕНІВКА;
Село;БРОВАРІ;
Село;ГЕЛЕТИНА;
Село;ДЕМШИН;
Село;ДЕРЕВ'ЯНЕ;
Село;КАЛАЧКІВЦІ;
Село;КОЛОДІЇВКА;
Село;ПАТРИНЦІ;
Село;ПРИВІТНЕ;
Село;РОГІЗНА;
Село;СУБІЧ;
Село;КНЯЖПІЛЬ;
Село;КОЛИБАЇВКА;
Село;ВІЛЬХОВЕЦЬ;
Село;СМОТРИЧ;
Село;ЧЕРВОНА ЧАГАРІВКА;
Село;КНЯГИНИН;
Село;ОСТРІВЧАНИ;
Село;ХОДОРІВЦІ;
Село;КУЛЬЧІЇВЦІ;
Село;КАЛИНЯ;
Село;СУРЖИНЦІ;
Село;ФУРМАНІВКА;
Село;ОРИНИН;
Село;РІПИНЦІ;
Село;ТЕКЛІВКА;
Село;ПАНІВЦІ;
Село;ЗУБРІВКА;
Село;ЦИБУЛІВКА;
Село;ПІДПИЛИП'Я;
Село;ПОДОЛЯНИ;
Село;ПРИВОРОТТЯ;
Село;АДАМІВКА;
Село;ДОБРОВІЛЛЯ;
Село;КІЗЯ;
Село;РИХТА;
Село;ЛІСКІВЦІ;
Село;СЛОБІДКА-КУЛЬЧІЄВЕЦЬКА;
Село;БОРИШКІВЦІ;
Село;МУКША КИТАЙГОРОДСЬКА;
Село;БАГОВИЦЯ;
Село;ОЛЕНІВКА;
Село;ВЕЛИКА СЛОБІДКА;
Село;ВРУБЛІВЦІ;
Село;МАЛА СЛОБІДКА;
Село;СТАНІСЛАВІВКА;
Село;ТАРАСІВКА;
Село;УСТЯ;
Село;ЦВІКЛІВЦІ ДРУГІ;
Село;ШУТНІВЦІ;
Село;ЯРУГА;
Село;СЛОБІДКА-РИХТІВСЬКА;
Село;ВІЛЬНЕ;
Село;КІЗЯ-КУДРИНЕЦЬКА;
Село;МІЛІВЦІ;
Село;ЧАБАНІВКА;
Село;ГУТА-ЧУГОРСЬКА;
Село;ЛИПИ;
Село;ЛИСКІВЦІ;
Село;ШУСТІВЦІ;
Село;НІВЕРКА;
Село;НОВОВОЛОДИМИРІВКА;
Село;ЧОРНОКОЗИНЦІ;
Місто;КРАСИЛІВ;
Село;ВОЛИЦЯ;
Село;ДРУЖНЕ;
Село;ДУБИНА;
Село;ДУБИЩЕ;
Село;ЗАСТАВКИ;
Село;КУЛЬЧИНИ;
Село;КУЛЬЧИНКИ;
Село;МОНЧИНЦІ;
Село;МОНЬКИ;
Село;НОВОДУБИЩЕ;
Село;ПИЛИПИ;
Село;СОРОКОДУБИ;
Село;ЧЕПЕЛІВКА;
Село;ЧЕРНЕЛІВКА;
Село;ЛАГОДИНЦІ;
СМТ;АНТОНІНИ;
Село;ЗАКРИНИЧЧЯ;
Село;РУБЛЯНКА;
Село;ВАСЬКІВЧИКИ;
Село;ВЕЛИКА МЕДВЕДІВКА;
Село;ВЕЛИКА САЛИХА;
Село;ВЕЛИКІ ОРЛИНЦІ;
Село;ДОЛИНІВЦІ;
Село;ЗЕЛЕНА;
Село;КЛЮЧІВКА;
Село;КРАСІВКА;
Село;КРИВОРУДКА;
Село;КУЧМАНІВКА;
Село;МАЛА САЛИХА;
Село;МАЛЕНКИ;
Село;НОВА КРИВОРУДКА;
Село;НОВІ ТЕРЕШКИ;
Село;ТЕРЕШКИ;
Село;ВЕЛИКІ ЗОЗУЛИНЦІ;
Село;МАЛІ ЗОЗУЛИНЦІ;
Село;НОВОСІЛКА;
Село;ПІДЛІССЯ;
Село;ЮХТ;
Село;ВЕСЕЛІВКА;
Село;БЕРЕГЕЛІ;
Село;ПАШУТИНЦІ;
Село;ВОСКОДАВИНЦІ;
Село;ГЛІБКИ;
Село;ГОВОРИ;
Село;ТРУДОВЕ;
Село;ГРИЦЕНКИ;
Село;ТРІСКИ;
Село;ЯКИМІВЦІ;
Село;ЮЗІНО;
Село;ЗАПАДИНЦІ;
Село;БАГЛАЙКИ;
Село;ЗАСЛУЧНЕ;
Село;ПИСАРІВКА;
Село;СЛОБІДКА-ЧЕРНЕЛІВСЬКА;
Село;СВІТЛЕ;
Село;КОРЧІВКА;
Село;КОТЮРЖИНЦІ;
Село;МАРКІВЦІ;
Село;КРЕМЕНЧУКИ;
Село;ВЕЛИКІ ЮНАЧКИ;
Село;ЛІСОВА ВОЛИЦЯ;
Село;МАЛІ ЮНАЧКИ;
Село;МЕДЦІ;
Село;КУЗЬМИН;
Село;ЛЕДЯНКА;
Село;МАЛІ ПУЗИРКИ;
Село;ТРУСИЛІВКА;
Село;ФЕДОРІВКА;
Село;МАЛА КЛІТНА;
Село;ВЕЛИКА КЛІТНА;
Село;ВЕРБІВКА;
Село;ВОЛИЦЯ ДРУГА;
Село;ДВОРИК;
Село;КОШЕЛІВКА;
Село;КАЛИНІВКА;
Село;МАНІВЦІ;
Село;МИХАЙЛІВЦІ;
Село;МОТРУНКИ;
Село;СУШКИ;
Село;МИТИНЦІ;
Село;ВЕРЕМІЇВКА;
Село;ЗАРУДДЯ;
Село;ХОТЬКІВЦІ;
Село;ПЕЧЕСЬКЕ;
Село;ГРИЦИКИ;
Село;РОСОЛІВЦІ;
Село;СЕВРЮКИ;
Село;РЕШНІВКА;
Село;ЩИБОРІВКА;
Село;КАЛАМАРИНКА;
Село;МОВЧАНИ;
Село;РАДІСНЕ;
Село;ЯВОРІВЦІ;
Село;СЛОБІДКА-КРАСИЛІВСЬКА;
СМТ;ЛЕТИЧІВ;
Село;АНТОНІВКА;
Село;АНЮТИНЕ;
Село;БІЛЕЦЬКЕ;
Село;БОХНИ;
Село;БУЦНІ;
Село;ВАРЕНКА;
Село;ВЕРБКА;
Село;ГОЛЕНИЩЕВЕ;
Село;ГОРБАСІВ;
Село;ГРЕЧИНЦІ;
Село;ГРУШКІВЦІ;
Село;ІВАНИНЦІ;
Село;КОЗАЧКИ;
Село;КОПИТИНЦІ;
Село;КУДИНКА;
Село;ЛІСО-БЕРЕЗІВКА;
Село;ЛОЗНИ;
Село;МАЙДАН;
Село;МАЙДАН-ВЕРБЕЦЬКИЙ;
Село;МАЙДАН-ГОЛЕНИЩІВСЬКИЙ;
Село;МАЙДАН-САХНІВСЬКИЙ;
Село;МАЛАКІВЩИНА;
Село;МАРКІВЦІ;
Село;МИХУНКИ;
Село;МОСКАЛІВКА;
Село;НОВА ГУТА;
Село;НОВОКОСТЯНТИНІВ;
Село;НОВОМИКОЛАЇВКА;
Село;ПОДІЛЬСЬКЕ;
Село;ПОПІВЦІ;
Село;ПРИЛУЖНЕ;
Село;РЕВУХА;
Село;РОЖНИ;
Село;РОЗСОХУВАТА;
Село;РОСІЙСЬКА БУДА;
Село;РУДНЯ;
Село;САХНИ;
Село;СВІЧНА;
Село;СНІТІВКА;
Село;СУСЛІВЦІ;
Село;ТЕРЛІВКА;
Село;ЧАПЛЯ;
Село;ЮРЧЕНКИ;
Село;ЯЛИНІВКА;
СМТ;МЕДЖИБІЖ;
Село;СТАВНИЦЯ;
Село;ВОЛОСІВЦІ;
Село;ГОЛОВЧИНЦІ;
Село;ГОЛОСКІВ;
Село;ЗАПАДИНЦІ;
Село;ЛИСОГІРКА;
Село;МИТКІВЦІ;
Село;РУСАНІВЦІ;
Село;ТРЕБУХІВЦІ;
Село;ШРУБКІВ;
Село;ЯРОСЛАВКА;
СМТ;НОВА УШИЦЯ;
Село;КАСКАДА;
Село;ФІЛЯНІВКА;
Село;АНТОНІВКА;
Село;БАЛАБАНІВКА;
Село;БЕРЕЗІВКА;
Село;БРАЇЛІВКА;
Село;БУЧАЯ;
Село;ВИСЕЛОК;
Село;ВІЛЬХОВЕЦЬ;
Село;ГЛИБІВКА;
Село;ГЛИБОЧОК;
Село;ГЛІБІВ;
Село;ГУТА-ГЛІБІВСЬКА;
Село;ДЖУРЖІВКА;
Село;ЖАБИНЦІ;
Село;ЗАБОРОЗНІВЦІ;
Село;ЗАГОРЯНИ;
Селище;ЗАГРОДСЬКЕ;
Село;ЗАМІХІВ;
Село;ІВАНІВКА;
Село;ІВАНКІВЦІ;
Село;ІВАШКІВЦІ;
Село;КАПУСТЯНИ;
Село;КОСИКІВЦІ;
Село;КРУЖКІВЦІ;
Село;КУРАЖИН;
Село;КУЧА;
Село;ЛЮБОМИРІВКА;
Село;МАЛА СТРУЖКА;
Село;МАЛА ЩУРКА;
Село;МАЦІОРСЬК;
Село;МИРЖІЇВКА;
Село;НОВА ГУТА;
Село;НОВИЙ ГЛІБІВ;
Село;ОТРОКІВ;
Село;ПЕСЕЦЬ;
Село;ПИЛИПИ-ХРЕБТІЇВСЬКІ;
Село;ПИЛИПКІВЦІ;
Село;РУДКІВЦІ;
Село;СЛОБІДКА;
Село;СЛОБОДА;
Село;СОКОЛІВКА;
Село;СТАВЧАНИ;
Село;СТАРА ГУТА;
Село;СТРУГА;
Село;ТИМКІВ;
Село;ХВОРОСНА;
Село;ХРЕБТІЇВ;
Село;ЦІВКІВЦІ;
Село;ШЕБУТИНЦІ;
Село;ШЕЛЕСТЯНИ;
Село;ЩЕРБІВЦІ;
Село;БОРСУКИ;
Село;САДОВЕ;
Село;ВАХНІВЦІ;
Село;ГУБАРІВ;
Село;ЗЕЛЕНІ КУРИЛІВЦІ;
Село;ПИЖІВКА;
Місто;ПОЛОННЕ;
Село;ГАННУСИНЕ;
Село;АДАМІВ;
Село;БЛИДНІ;
Село;БРАЖИНЦІ;
Село;ВАРВАРІВКА;
Село;ВЕЛИКА БЕРЕЗНА;
Село;ВЕЛИКІ КАЛЕНИЧІ;
Село;ВОРОБІЇВКА;
Село;ГОЛУБЧА;
Село;ДУБОВИЙ ГАЙ;
Село;КІПЧИНЦІ;
Село;КОЛОСІВКА;
Село;КОТЕЛЯНКА;
Село;КОТЮРЖИНЦІ;
Село;КОХАНІВКА;
Село;КУСТІВЦІ;
Село;ЛЮБОМИРКА;
Село;МАЛІ КАЛЕНИЧІ;
Село;МОСКАЛІВКА;
Село;НОВОЛАБУНЬ;
Село;НОВОСЕЛИЦЯ;
Село;ОНАЦЬКІВЦІ;
Село;ПРИСЛУЧ;
Село;РАДІСНЕ;
Село;РОГОВИЧІ;
Село;СЯГРІВ;
Село;ТИТЬКІВ;
Село;ТРОЄЩИНА;
Село;ФАДІЇВКА;
Село;ХРАБУЗНА;
Село;ЧЕРВОНЕ;
Село;ЧЕРНІЇВКА;
Село;ЮРОВЩИНА;
СМТ;ПОНІНКА;
Село;ЛИПІВКА;
Село;ЛОДЗЯНІВКА;
Село;БУРТИН;
Село;ЗАЛІССЯ;
Селище;ЛІСНЕ;
Село;НОВАКИ;
Село;БІЛЕЦЬКЕ;
Село;МАЛА ШКАРІВКА;
Село;МОСКВИТЯНІВКА;
Село;МИКУЛИН;
Село;САСАНІВКА;
Село;КРАЧАНІВКА;
Село;ГАННОПІЛЬ;
Село;ГЛИННИКИ;
Село;ДОСІН;
Село;СОСНІВКА;
Село;ХОРОСТОК;
Село;ВЕЛИКИЙ СКНИТ;
Село;ДОВЖКИ;
Село;КИЛИКИЇВ;
Село;КЛЕПАЧІ;
Село;МАЛИЙ СКНИТ;
Село;НАРАЇВКА;
Село;ПОНОРА;
Село;ПРИКОРДОННА УЛАШАНІВКА;
Село;РІВКИ;
Село;ХОНЯКІВ;
Село;ШАТЕРНИКИ;
Село;БЕРЕЗДІВ;
Село;ЗУБІВЩИНА;
Село;МИХАЙЛІВКА;
Село;МОДЕСТІВКА;
Село;СЕЛИЧІВ;
Село;БЕСІДКИ;
Село;ВЕЛИКИЙ ПРАВУТИН;
Село;ВЕСЕЛИНІВКА;
Село;ГОРИЦЯ;
Село;ДЯКІВ;
Село;КРАСНОСІЛКА;
Село;КРАСНОСТАВ;
Село;КУТКИ;
Село;МАЛИЙ ПРАВУТИН;
Село;МАНЯТИН;
Село;МИРУТИН;
Село;МУХАРІВ;
Село;ПЕЧИВОДИ;
Село;ПІДДУБЦІ;
Село;ПЛОСКА;
Село;СТАВИЧАНИ;
Село;СЬОМАКИ;
Село;ТРОСТЯНЕЦЬ;
Село;УЛЯНІВКА;
Село;ХВОЩІВКА;
Село;ШАГОВА;
Село;ЯБЛУНІВКА;
Село;КРУПЕЦЬ;
Село;СТРИГАНИ;
Село;ГОЛОВЛІ;
Село;ДІДОВА ГОРА;
Село;КОЛОМ'Є;
Село;КОМАРІВКА;
Село;ЛИСИЧЕ;
Село;НИЖНІ ГОЛОВЛІ;
Село;ПОЛЯНЬ;
Село;ПОТЕРЕБА;
Село;ХОРОВИЦЯ;
Село;УЛАШАНІВКА;
Село;ВАЧІВ;
Село;БАЧМАНІВКА;
Село;ВОЛИЦЯ;
Село;ПЕРЕМИШЕЛЬ;
Село;ГУБЕЛЬЦІ;
Село;ГУТА;
Село;ДЯТИЛІВКА;
Село;ЖУКІВ;
Село;ІВАНІВКА;
Село;КАМ'ЯНКА;
Село;МАРАЧІВКА;
Село;МИНЬКІВЦІ;
Село;НОГАЧІВКА;
Село;ПАШУКИ;
Село;ПУЗИРКИ;
Село;РОМАНІНИ;
Село;ТАШКИ;
Село;ХОРОВЕЦЬ;
Село;ЦВІТОХА;
Село;ШЕВЧЕНКО;
Село;БАГЛАЇ;
Село;ЄМЦІ;
Село;ЗАГІРНЕ;
Село;ЛАЖЕВА;
Село;БЕРЕЗНЕ;
Село;БУТІВЦІ;
Село;ВЕРБІВОЧКА;
Село;ЛИСИНЦІ;
Село;НАПАДІВКА;
Село;ПЕРШОТРАВНЕВЕ;
Село;ПИХТІЇ;
Село;ВЕРБОРОДИНЦІ;
Село;ГНАТКИ;
Село;ВЕЛИКІ МАЦЕВИЧІ;
Село;КРУЧА;
Село;МАЛІ МАЦЕВИЧІ;
Село;РАШТІВКА;
Село;ВЕЛИКИЙ ЧЕРНЯТИН;
Село;МАЛИЙ ЧЕРНЯТИН;
Село;ОРІХІВКА;
Село;ВЕСНЯНКА;
Село;КАРАЇМІВКА;
Село;ЛАНОК;
Село;ВИШНОПІЛЬ;
Село;МАЛИЙ ВИШНОПІЛЬ;
Село;МАРТИНІВКА;
Село;СЕВЕРИНИ;
Село;ВОЛИЦЯ-КЕРЕКЕШИНА;
Село;ЧЕРВОНА СЕМЕНІВКА;
Село;ГРИГОРІВКА;
Село;ВОРОНКІВЦІ;
Село;ОГІЇВЦІ;
Село;ГРОМІВКА;
Село;ПИСАРІВКА;
Село;ПОЛОВИННИКИ;
Село;РАДКІВЦІ;
Село;ДЕМКІВЦІ;
Село;ХУТОРИ;
Село;ЖАБЧЕ;
Село;ІЛЛЯШІВКА;
Село;ІРШИКИ;
Село;МАЛИШІВКА;
Село;ХИЖНИКИ;
Село;ЯРЕМИЧІ;
Село;КАПУСТИН;
Село;КОРЖІВКА;
Село;МАХАРИНЦІ;
Село;ЛАДИГИ;
Село;ГУБИН;
Село;МИРОЛЮБНЕ;
Село;ВЕРХНЯКИ;
Село;МОРОЗІВКА;
Село;НОВОСЕЛИЦЯ;
Село;ПІДГІРНЕ;
Село;НЕМИРИНЦІ;
Село;БЕРЕГЕЛІ;
Село;ДЕРКАЧІ;
Село;КАНТІВКА;
Село;ПАШКІВЦІ;
Село;ГРИБЕНИНКА;
Село;ПОПІВЦІ;
Село;ПЕНЬКИ;
Село;АНДРОНІВКА;
